 -1.176  -1.739  -1.185  -1.434   0.107   0.252 ? ? ? ?  -0.997 ? ? ? ? ? ? ? ? ? ? ?   1
 -0.846  -2.332  -0.553  -1.301   0.037   0.189 ? ? ? ?  -0.847 ? ? ? ? ? ? ? ? ? ? ?   1
 -1.055  -0.935  -0.571  -0.252   0.044   0.190   0.011  -0.461  -1.052   2.631  -0.210  -0.238  -0.153  -0.169  -0.195  -0.624   0.704  -0.912   0.074  -0.216   0.621   0.612  -1
 -0.839  -0.789  -1.498   0.185  -0.261  -0.080   2.706  -0.597  -1.052  -0.406   0.213  -0.229  -0.139  -0.162  -0.091  -0.607   0.673   0.198  -0.265   0.492   0.621   0.612  -1
 -0.722  -0.070  -0.443   0.215  -0.006   0.150  -0.049  -0.339   0.705   0.103   0.169  -0.232  -0.147  -0.150  -0.098  -0.988   0.691   0.771  -0.566   0.720   0.621   0.612  -1
 -0.288   0.116  -1.079   0.224   0.072   0.213   1.011   0.009  -0.998   0.794  -1.225 ? ? ? ? ?   0.060   0.950  -0.566   0.327   0.621   0.612  -1
 -0.728  -0.446  -0.684   0.195  -0.271  -0.092   0.693   0.690  -0.511  -0.338  -0.191  -0.237  -0.118  -0.145  -0.066  -1.161   0.704  -0.124   0.074   0.437   0.621   0.802  -1
 -0.590  -1.294  -0.755  -0.177  -0.075   0.083   1.800  -0.603  -0.235  -0.461   0.107  -0.238  -0.174  -0.163  -0.121  -0.869   0.864  -1.916  -0.566   0.720   0.405   0.230  -1
 -0.658  -0.014  -1.199  -0.658   0.237   0.368   0.062  -0.706   0.944   0.085  -0.349  -0.245  -0.149  -0.150  -0.105  -1.331   0.722  -1.486   0.225   0.893   0.189  -0.199  -1
 -0.407  -0.099  -0.853  -0.231   0.541   0.641  -0.284  -0.728   1.609  -0.406   0.537  -0.232  -0.142  -0.139  -0.091  -1.110   0.576  -0.554   0.714   0.579   0.621   0.612  -1
 -1.059  -0.604  -1.251  -0.330  -0.416  -0.227   1.815  -0.165  -0.777  -0.258   0.034  -0.236  -0.187  -0.160  -0.134  -0.916   0.820  -0.268  -0.566   0.720   0.621   0.802  -1
 -0.453  -0.306  -0.466   0.367  -0.006   0.141   1.079  -0.708  -0.352   0.686   0.325  -0.242  -0.186  -0.171  -0.136  -0.712   0.771  -0.124  -0.265   0.437   0.621   0.802  -1
 -0.487  -0.422  -0.876  -0.251  -0.085   0.072   1.549  -0.078  -0.657  -0.215   0.048  -0.243  -0.180  -0.172  -0.131  -0.772   0.642   0.664  -0.867   0.736   0.621   0.421  -1
  0.054  -0.086   0.093  -0.270   0.713   0.775  -0.116  -0.347   1.120  -0.387   0.253  -0.203  -0.230  -0.179  -0.191   1.530   0.673   0.771  -0.378   0.893  -1.861  -1.391   1
 -0.480  -0.719   0.093  -0.519   0.403   0.467  -0.378  -0.091   1.247  -0.565  -0.116  -0.207  -0.231  -0.179  -0.191   1.452   0.625   0.628  -0.716   0.830  -0.998  -0.628   1
 -0.827  -0.556  -0.383  -0.561   0.468   0.551  -0.341  -0.748   1.599  -0.476  -0.007  -0.244  -0.231  -0.178  -0.190   0.574   0.704   0.270  -0.227   0.791  -2.347  -1.820   1
 -0.548  -0.789  -0.652  -0.724   0.331   0.423  -0.228  -0.712   1.663  -0.565   0.288  -0.246  -0.231  -0.179  -0.191   0.368   0.829   0.126  -0.378   0.807  -1.646  -1.200   1
 -0.984  -0.402  -0.265  -0.502   0.465   0.562  -0.491  -0.383   1.503  -0.431   0.386  -0.240  -0.229  -0.178  -0.186   0.764   0.767  -0.089   0.149   0.830  -1.753  -1.296   1
  0.006  -0.196   0.028  -0.388   0.414   0.488  -0.641   1.663  -0.062  -0.565   1.090  -0.244  -0.230  -0.175  -0.188  -0.507   0.736   0.341  -0.716   0.752  -2.293  -1.963   1
 -0.242  -1.137  -0.513   0.192   0.512   0.592  -0.453   0.092   0.992  -0.342   1.156  -0.243  -0.230  -0.178  -0.188   0.634   0.593   0.198   0.225   0.697  -0.944  -0.580   1
  0.224  -0.635  -0.315  -0.833   0.491   0.576  -0.491   0.348   0.960  -0.565   0.386  -0.243  -0.230 ?  -0.189 ?   0.607   0.485  -0.378   0.767  -2.185  -1.677   1
 -0.474  -0.820  -0.143  -1.002  -0.073   0.066  -0.079   0.823   0.193  -0.565   0.154  -0.245  -0.231  -0.179  -0.194   1.599   0.767   0.377  -0.189   0.720  -2.293  -1.772   1
 -0.073  -0.625  -0.371  -0.240   0.724   0.763  -0.641   0.201   1.216  -0.565   0.718  -0.245  -0.231  -0.179  -0.194   1.599   0.802   0.341  -0.265   0.822  -1.106  -0.723   1
 -0.651  -0.854  -0.265  -0.966   0.198   0.317  -0.416   1.444  -0.062  -0.565   0.590  -0.243  -0.231  -0.179  -0.193   1.599   0.736   1.094  -0.867   0.429  -2.455  -1.915   1
  0.644  -0.025   0.167   0.358  -1.652  -1.487  -0.641  -0.858  -1.052  -0.565  -0.590  -0.250  -0.228  -0.179  -0.190  -0.883  -0.748  -0.948   1.504  -0.192   0.621   0.802  -1
 -0.328   0.648   0.557   0.279  -1.827  -1.487  -0.641  -0.858  -1.052  -0.565  -0.386  -0.250  -0.227  -0.179  -0.191  -0.996  -2.481  -2.059   2.595  -0.357   0.621   0.802  -1
  0.486   0.578   0.713   0.516  -1.244  -1.487  -0.641  -0.858  -1.052  -0.565   1.021  -0.250  -0.227  -0.179  -0.191  -0.939  -2.161  -1.772   2.445  -0.247   0.189   0.421  -1
 -0.493   0.246   1.726   0.150  -0.049   0.112   2.920  -0.785  -0.988  -0.520  -0.321  -0.224  -0.230  -0.177  -0.189   1.020  -1.179   0.628  -0.265   0.760   0.621   0.802  -1
  1.328   1.211   2.204   1.145   1.596   1.591   0.709  -0.529  -0.062   0.460   0.931  -0.218  -0.230  -0.177  -0.192   1.005   0.185  -2.059   1.090   0.437  -0.027   0.230  -1
  1.119  -0.658   2.145   1.086   1.360   1.378   3.033  -0.858  -1.020  -0.520   1.459  -0.223  -0.230  -0.178  -0.192   1.056   0.065  -0.518  -0.340   0.366   0.405   0.612  -1
  1.245   0.077   2.204   1.263   1.916   1.879   3.108  -0.858  -1.052  -0.565   1.522  -0.247  -0.230  -0.177  -0.191  -0.401   0.020  -1.271   1.654   0.351   0.189   0.421  -1
  1.545   1.281   2.536   2.699  -1.827  -1.487  -0.641  -0.858  -1.052  -0.565   1.226  -0.250  -0.229  -0.179  -0.195   1.599  -0.695   1.094  -0.716   0.123   0.405   0.612  -1
  1.733   2.200   2.204   2.977  -1.827  -1.487  -0.641  -0.858  -1.052  -0.565   0.766  -0.250  -0.230  -0.179  -0.195   1.599  -0.131   1.094  -0.867  -0.735   0.621   0.802  -1
  0.909   0.262   0.830   0.407  -1.244  -0.963  -0.641  -0.858  -1.052  -0.565   0.358  -0.250  -0.229  -0.179  -0.195   1.599   0.882 ? ?  -0.051   0.189   0.421  -1
  2.925   1.211   0.537   1.549  -1.827  -1.487  -0.641  -0.858  -1.052  -0.565   0.971  -0.250  -0.226  -0.179  -0.195   1.599  -0.833   1.523  -0.867  -0.161   0.621   0.802  -1
  0.788   0.931  -1.454  -2.853  -3.000  -2.542  -0.641  -0.858  -1.052  -0.565  -2.357   0.107  -0.197  -0.173   0.170   1.429  -0.259   0.628  -0.265  -5.115   0.621   0.802   1
  0.495   0.349   1.086  -1.227  -3.000  -2.542  -0.641  -0.858  -1.052  -0.565   0.244  -0.069  -0.211  -0.175  -0.096   1.363  -1.112   0.950  -0.716  -2.638   0.621   0.802   1
 -0.669  -0.521  -0.577   0.392  -0.135  -0.646  -0.420  -0.427   1.295  -0.173  -0.426  -0.232  -0.228  -0.171  -0.194  -0.216  -1.277  -0.554  -0.867  -0.051  -0.512  -0.199   1
 -1.685  -1.090  -0.806  -1.493  -0.592  -0.535  -0.551  -0.770   1.002   0.812  -0.497  -0.248  -0.230  -0.178  -0.192  -0.447  -0.233   1.344  -0.867  -0.680   0.405   0.612   1
 -1.037  -1.247  -0.558  -0.662  -0.415  -1.237  -0.438  -0.365   1.366  -0.324  -2.357  -0.248  -0.230  -0.178  -0.192  -0.162   0.434   0.771  -0.716   0.610  -0.782  -0.437   1
  0.224  -0.930   0.500   1.127   0.003  -0.227  -0.603  -0.383   1.471  -0.253  -0.590  -0.243  -0.225  -0.172  -0.180  -0.713   0.238   0.234   0.074  -0.129   0.189   0.421   1
 -0.168   0.053   1.495  -1.947  -0.401  -0.870  -0.566  -0.420   1.247   0.059  -2.357   7.508   2.243   2.643   8.460  -0.039   0.269   0.198  -0.077   0.783  -0.944  -0.914   1
 -0.642  -0.025   1.388  -1.506  -1.158  -1.172  -0.641  -0.548   1.599  -0.186  -2.357   7.061   2.201   1.934   7.550   0.140   0.256  -0.912   0.074   0.492  -1.322  -0.914   1
 -0.803  -0.480  -1.194  -1.621   0.346  -0.493  -0.341   1.517  -0.605   0.014  -0.675  -0.248  -0.226  -0.173  -0.186  -1.183   0.784  -0.698  -0.077   0.697  -2.509  -1.963   1
 -0.493   0.709  -0.315  -0.548  -0.634  -0.963  -0.641  -0.858   2.142  -0.565   0.102  -0.248  -0.230  -0.178  -0.195  -0.439   0.656   0.234  -0.566   0.783  -2.725  -2.154   1
 -0.706  -1.322   0.365  -0.587  -0.658  -0.963  -0.566  -0.310   1.535  -0.476   0.102  -0.229  -0.228  -0.170  -0.190  -0.220   0.385   0.019   0.225   0.838  -2.293  -1.963   1
 -0.907   1.581  -0.860  -0.519  -3.000  -2.542  -0.641  -0.858  -1.052  -0.565  -2.357  -0.143   0.543   0.152   0.017  -1.213   0.722  -1.593  -0.867  -0.758   0.621   0.802  -1
 -0.520   1.127  -1.238  -1.506  -3.000  -2.542  -0.641  -0.858  -1.052  -0.565  -2.357  -0.094   0.977   0.270   0.075  -1.192   0.256  -0.268   0.225  -1.073   0.621   0.802  -1
 -0.019   1.191  -1.194  -2.547  -1.244  -2.542  -0.641  -0.858  -1.052  -0.565  -2.357  -0.250  -0.225  -0.177  -0.194  -1.195  -2.854  -1.772   2.595  -0.389   0.621   0.802  -1
 -1.475   1.383  -1.486  -2.872  -3.000  -2.542  -0.641  -0.858  -1.052  -0.565  -2.357  -0.140   0.759   0.124   0.053  -1.178  -1.246  -2.059   1.767   0.036  -0.728  -0.390  -1
  0.909   0.996   2.406   1.302  -3.000  -2.542  -0.641  -0.858  -1.052  -0.565   0.940   0.246   0.537   0.937   0.055  -1.115  -0.793  -1.020   1.805  -0.931   0.621   0.802  -1
  1.577   0.277   2.430   1.722  -0.164  -0.120   0.409  -0.566  -0.637   1.707   0.952   3.379   6.739  10.549   2.206  -1.200  -0.455  -1.307   1.805   0.327   0.621   0.802  -1
  0.950   1.264   2.992   0.558  -0.164  -0.069   0.596  -0.456  -0.701   1.440  -0.306   0.006   0.330   0.619   0.008  -1.215  -1.228  -1.916   1.956   0.099   0.621   0.802  -1
  1.198   0.141   0.229  -0.240  -0.835  -0.793  -0.641  -0.858  -1.052  -0.565   0.952  -0.021   8.353   0.857  -0.024  -1.300  -0.388   1.523  -0.867  -1.443   0.621   0.802  -1
  0.030   1.699   0.863  -1.604  -1.827  -2.542  -0.641  -0.858  -1.052  -0.565  -2.357  -0.235   0.033  -0.139  -0.178  -1.164  -2.836   1.523  -0.867  -0.672   0.621   0.802  -1
  2.959   2.799   0.309  -0.833  -0.436  -0.436   0.071  -0.639  -1.052   2.776  -2.357  -0.239   0.271  -0.104  -0.191  -1.362  -0.259   1.237  -0.867  -0.192   0.621   0.802  -1
  3.488  -0.288   0.708   2.001   1.431   0.299   0.634  -0.675  -0.956   2.019  -2.357  -0.239  -0.126  -0.154  -0.193  -1.104  -0.037   1.237  -0.716  -0.161   0.621   0.802  -1
  0.748   0.758   1.686  -0.186   0.160   0.299  -0.420   0.859   0.264  -0.302   1.114 ? ? ? ? ?   0.722  -0.268  -0.378   0.893 ? ?   1
  1.119   0.345   0.434   0.192   0.411   0.525  -0.540   0.676   0.628  -0.445   1.226 ? ? ? ? ?   0.882   0.198  -0.867  -2.850 ? ?   1
  0.377   0.811  -0.078   0.345   0.486   0.592  -0.502   0.523   0.398   0.019   0.881 ? ? ? ? ?   0.407   1.094  -0.867   0.610 ? ?   1
 -0.283   0.319   0.753   0.949   0.512   0.616  -0.480  -0.021   1.184  -0.440   0.031 ? ? ? ? ?   0.247   0.198   0.526   0.893 ? ?   1
  0.117  -0.240   0.355  -0.524   0.883   0.950  -0.641   0.486   0.966  -0.565   0.383 ? ? ? ? ?   0.367  -0.268   0.074   0.296   0.405   0.612   1
 -0.328   0.381   0.321  -0.383   0.446   0.557  -0.641  -0.127   1.436  -0.471   0.661 ? ? ? ? ?   0.771   0.198  -0.716   0.406  -0.081   0.182   1
 -0.500   0.807  -0.078   0.161   0.346   0.462  -0.641   1.436   0.069  -0.471   0.248 ? ? ? ? ?  -0.291   0.771  -0.566   0.807  -0.081   0.182   1
  0.541   0.931  -0.180   0.024   0.260   0.389  -0.442   0.103   1.132  -0.565  -0.243 ? ? ? ? ?  -0.131   1.237  -0.566   0.296  -0.081   0.182   1
  0.495   0.680   0.113   0.211   0.474   0.582  -0.405  -0.555   1.608  -0.471  -0.063 ? ? ? ? ?   0.176   1.380  -0.716   0.178  -0.944  -0.580   1
  0.300   1.026   0.321   0.885   0.895   0.944  -0.641   0.275   1.078  -0.463   0.616 ? ? ? ? ?   0.527   1.237  -0.566   0.524   0.189   0.421   1
  0.712   0.807   0.365   1.163   1.051   1.097  -0.483  -0.478   1.509  -0.333   0.940 ? ? ? ? ?   0.238   0.198   0.225   0.154   0.189   0.421   1
  1.626   1.127   2.352   0.885   0.724   0.797  -0.067  -0.580   0.922   0.117   0.412 ? ? ? ? ?   0.722  -0.268   0.563   0.610 ? ?  -1
 -0.678   1.026   0.537   0.139  -0.018   0.090   2.647  -0.518  -1.004  -0.498   1.065 ? ? ? ? ?   0.669  -1.593   0.563   0.107 ? ?  -1
  1.581   0.404  -0.676   2.042   1.252   1.276  -0.183  -0.540   0.241   1.155   0.292 ? ? ? ? ?   0.407  -1.163  -0.378   0.335 ? ?  -1
  1.267   0.642   0.113   1.228   0.951   0.998  -0.558  -0.610   1.784  -0.467   0.022 ? ? ? ? ?  -1.499  -1.163   1.504   0.052 ? ?  -1
  0.782  -0.025  -0.790   0.978   0.713   0.786  -0.431  -0.653   1.430  -0.070  -0.088 ? ? ? ? ?  -0.068  -0.698   0.563   0.052 ? ?  -1
  1.173   1.127   1.086   1.228   1.341   1.361  -0.611  -0.858  -1.052   3.854   0.457 ? ? ? ? ?  -0.251   0.019  -0.378   0.524   0.405   0.612  -1
  1.416   1.507   1.123   1.459   1.360   1.378  -0.116  -0.858  -0.944   3.115   0.088 ? ? ? ? ?   0.691   0.198  -0.265   0.579   0.405   0.612  -1
  1.222   0.555  -1.083   1.136   1.287   1.312  -0.363  -0.723  -0.934   3.230  -0.590 ? ? ? ? ?  -0.890   0.771  -0.867  -1.789   0.621   0.802  -1
  1.742  -0.156  -1.116  -0.058   0.090   0.237  -0.187  -0.796   0.379   1.279  -0.386 ? ? ? ? ? ? ? ?   0.178   0.405   0.612  -1
  1.289   0.763  -1.083  -0.139  -0.179  -0.005  -0.450  -0.599  -0.401   2.438  -0.333 ? ? ? ? ?   0.513   0.628  -0.716   0.178   0.621   0.802  -1
  0.699   0.965  -1.051  -0.007  -0.136   0.033  -0.581  -0.500  -0.266   2.282  -0.267 ? ? ? ? ?   0.802  -0.554  -0.716  -0.074   0.621   0.802  -1
 -0.103  -0.086   0.229   0.588   0.480   0.576  -0.491   1.097   0.312  -0.565   0.764   2.223  -0.188  -0.166  -0.076   1.550   0.704   0.771  -0.077   0.067   0.621   0.802   1
  0.793   0.141  -1.083   0.287   0.559   0.656   0.364  -0.811   0.043   1.110   0.909  -0.250  -0.229  -0.179  -0.178   0.062   0.496   0.341  -0.867  -0.216   0.621  -0.580  -1
 -0.465   0.230  -0.513  -0.234  -0.333  -0.145  -0.456   2.077  -0.686  -0.419   0.273   0.671  -0.214  -0.148  -0.135   1.307  -1.916   1.380  -0.867  -0.813   0.189   0.421   1
  0.088  -0.086  -1.491   0.225   0.477   0.584   2.868  -0.818  -0.883  -0.565   0.238  -0.236  -0.154  -0.147  -0.101  -1.124   0.802  -0.124  -0.566   0.752   0.621   0.612  -1
  0.591  -0.681   0.648   0.630   0.735   0.721  -0.228   0.530   0.130   0.059  -0.321  -0.202  -0.231  -0.179  -0.191   1.519   0.629   0.628  -0.679   0.579  -3.048  -2.583   1
 -0.706   0.179   0.951   0.287  -1.177  -0.903  -0.641  -0.858  -1.052   3.890   1.156  -0.249  -0.226  -0.178  -0.189  -0.915  -2.432  -2.059   2.257   0.303   0.297   0.516  -1
  0.271  -0.017   0.924  -0.286   0.047  -0.549  -0.604  -0.679   1.893  -0.478  -0.063  -0.226  -0.220  -0.172  -0.166   0.069   0.722   0.234  -0.378   0.634  -2.077  -1.582   1
  1.891   1.644   2.897   0.867   0.666   0.592   0.446  -0.347  -1.052   1.974   0.003  -0.113   0.049   0.299  -0.107  -1.243   0.576   0.628  -0.566  -0.758   0.621   0.802  -1
  0.191   0.437  -0.110   0.128   0.292   0.418  -0.513   0.479   0.756  -0.414   0.435 ? ? ? ? ?   0.407   1.094  -0.867   0.610 ? ?   1
  1.222   1.665   0.830   1.117   0.941   0.998  -0.611  -0.858  -0.672   3.324   0.207 ? ? ? ? ?   0.318   0.485  -0.716   0.351   0.621   0.802  -1
  0.148  -0.055   0.199   0.885   0.378   0.333  -0.135   1.108  -0.008  -0.565   0.718  -0.219  -0.197  -0.170  -0.151   0.127   0.229   0.091   0.827   0.398  -0.189  -0.151   1
 -0.109  -0.283  -0.969   0.211  -0.160  -0.078   0.626   0.706  -0.305  -0.565   0.531  -0.249  -0.221  -0.177  -0.185  -1.090  -0.402  -1.163   1.391  -0.640   0.621   0.802  -1
  0.208  -0.314   0.537   0.542   0.783   0.852  -0.641  -0.127   1.503  -0.565   0.876  -0.162  -0.216  -0.169  -0.139   0.766   0.691   0.341  -0.083  -0.074   0.621  -0.008   1
  0.532  -0.496   0.167   0.991   1.165   0.673  -0.292  -0.858   1.845  -0.565   0.628  -0.226  -0.216  -0.164  -0.152  -0.443  -0.020   0.914  -0.709   0.067   0.405   0.612  -1
 -1.395  -0.891  -0.922  -1.301  -0.612   0.061  -0.315   1.151  -0.014  -0.396   0.182  -0.177  -0.212  -0.167  -0.136   0.562  -0.566  -0.841   1.485   0.209   0.621   0.612   1
 -1.613  -1.446  -1.918  -1.506  -0.612  -2.542   0.540  -0.087  -0.800   1.195  -0.794 ?  -0.210  -0.167  -0.161 ?  -2.303  -1.916   2.584  -0.562   0.621   0.802  -1
 -0.634   0.415   0.895   0.588   1.085   1.126  -0.461  -0.489   1.653  -0.547   0.781  -0.217  -0.224  -0.172  -0.165   0.367   0.851  -0.554  -0.554   0.036   0.405   0.373   1
  0.644  -0.240  -0.022   0.763   1.085   1.126  -0.566  -0.767   1.985  -0.565   0.995  -0.243  -0.228  -0.177  -0.187   0.171   0.753   0.485  -0.709  -0.813   0.621   0.373  -1
 -0.609  -0.480  -0.022   0.128   0.391   0.492  -0.575   1.769  -0.324  -0.409   0.457  -0.248  -0.226  -0.177  -0.189  -0.831   0.625   0.019   0.232   0.036   0.621  -0.962   1
 -1.161  -0.910  -0.608  -0.630  -0.190  -0.047  -0.641   2.185  -0.519  -0.565  -0.255  -0.249  -0.226  -0.178  -0.188  -0.953   0.722  -0.124   0.232  -1.498   0.621   0.421  -1
 -0.203  -0.415   0.460   0.364   0.491   0.579   0.724   1.217  -0.835  -0.565   1.027  -0.247  -0.231  -0.179  -0.188   1.599   0.625   0.986  -0.679   0.524  -0.297  -0.771   1
 -0.103  -0.538  -0.315   0.485   0.980   1.037   2.999  -0.858  -1.022  -0.480   1.379  -0.249  -0.230  -0.179  -0.165   0.888   0.487  -0.268  -0.867  -0.420   0.405   0.230  -1
 -0.552   0.150  -0.543  -0.650  -0.514  -0.308   0.921   0.055   0.012  -0.565   0.253   0.717  -0.175  -0.168  -0.105   1.490  -1.708   1.523  -0.867  -1.867   0.189   0.421   1
